tvg_id,epg_id_matched,source,duplicate_sources
EstrellaTV.us@SD,EstrellaTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
EWTN.us@English,EWTN.us@English,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
F1Channel.ie@US,F1Channel.ie@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FailArmy.us@US,FailArmy.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FamilyTies.us@SD,FamilyTies.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FanDuelRacing.us@SD,FanDuelRacing.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FanDuelTV.us@SD,FanDuelTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Farscape.us@SD,Farscape.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FastTV.us@SD,FastTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FearFactor.us@US,FearFactor.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FeelGoodDrama.us@SD,FeelGoodDrama.pluto,epg-xdbezrvvbu.xml.gz,
FETV.us@SD,FETV.us,epg-xdbezrvvbu.xml.gz,
FIFAPlus.uk@UnitedStates,FIFAPlus.uk@UnitedStates,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FilmRiseAnime.us@SD,FilmRiseAnime.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FilmRiseClassicTV.us@SD,FilmRiseClassicTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FilmRiseForensicFiles.us@SD,FilmRiseForensicFiles.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FilmRiseWestern.us@SD,FilmRiseWestern.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FITE247.us@SD,FITE247.us,epg-xdbezrvvbu.xml.gz,
FlicksofFury.us@SD,FlicksofFury.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Flix.us@East,Flix.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
ForensicFiles.us@SD,ForensicFiles.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
ForeverKids.us@SD,ForeverKids.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Fox.us@East,Fox.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Fox.us@West,Fox.us@West,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FoxBusinessNetwork.us@SD,FoxBusinessNetwork.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FoxDeportes.us@SD,FoxDeportes.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FoxNewsChannel.us@SD,FoxNewsChannel.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FoxSoccerPlus.us@SD,FoxSoccerPlus.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FoxSoul.us@SD,FoxSoul.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FoxSports1.us@HD,FoxSports1.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FoxSports2.us@HD,FoxSports2.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FoxWeather.us@SD,FoxWeather.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Freeform.us@East,Freeform.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FreeSpeechTV.us@SD,FreeSpeechTV.us,epg-xdbezrvvbu.xml.gz,
FrightFlix.us@SD,FrightFlix.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FTFSports.us@SD,FTFSports.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FuboSportsNetwork.us@SD,FuboSportsNetwork.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FunnyAF.us@SD,FunnyAF.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Fuse.us@East,Fuse.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FX.us@East,FX.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FXM.us@East,FXM.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FXMovieChannel.us@SD,FXMovieChannel.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FXX.us@East,FXX.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
FYI.us@East,FYI.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
FYI.us@West,FYI.us@West,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Galavision.us@West,Galavision.us,epg-xdbezrvvbu.xml.gz,
GalxyTV.us@SD,GalxyTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
GameShowCentral.us@SD,GameShowCentral.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GameShowNetwork.us@East,GameShowNetwork.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GarfieldandFriends.us@US,GarfieldandFriends.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GemShoppingNetwork.us@SD,GEMShoppingNetwork.us,epg-xdbezrvvbu.xml.gz,
GirlfriendsFilms.us@SD,GirlfriendsFilms.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
GolazoNetwork.us@SD,GolazoNetwork.pluto,epg-xdbezrvvbu.xml.gz,
GolfChannel.us@SD,GolfChannel.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GordonRamsaysHellsKitchen.us@SD,GordonRamsaysHellsKitchen.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
GoTraveler.us@SD,GoTraveler.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GoUSATV.us@SD,GoUSATV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GravitasMovies.us@SD,GravitasMovies.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GreatAmericanFamily.us@SD,GreatAmericanFamily.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GreatEntertainmentTelevision.us@SD,GreatEntertainmentTelevision.us,epg-xdbezrvvbu.xml.gz,
Grit.us@SD,Grit.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GritXtra.us@SD,GritXtra.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
GrjngoWesternMovies.de@SD,GrjngoWesternMovies.de@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Gunsmoke.us@SD,Gunsmoke.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HallmarkChannel.us@East,HallmarkChannel.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HallmarkFamily.us@SD,HallmarkFamily.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HallmarkMoviesMore.us@SD,HallmarkMoviesMore.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
HallmarkMystery.us@East,HallmarkMystery.us,epg-xdbezrvvbu.xml.gz,
HappyDays.us@SD,HappyDays.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HauntTV.ca@SD,HauntTV.ca@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Heartland.us@Web,Heartland.us@Web,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
History.us@East,History.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
History.us@West,History.ca,epg-xdbezrvvbu.xml.gz,
HistoryHit.uk@SD,HistoryHit.uk@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HiYAH.us@SD,HiYAH.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
HollyWire.us@SD,HollyWire.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Homeful.ca@US,Homeful.ca@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HomeMadeNation.us@SD,HomeMadeNation.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HopeChannelNorthAmerica.us@SD,HopeChannelNorthAmerica.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
HotBench.us@SD,HotBench.pluto,epg-xdbezrvvbu.xml.gz,
HSN.us@East,HSN.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
HSN.us@West,HSN.us,epg-xdbezrvvbu.xml.gz,
HSN2.us@SD,HSN2.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
HumorMill.us@SD,HumorMill.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Hungry.us@SD,Hungry.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
iCarly.us@SD,iCarly.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
IFC.us@East,IFC.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
ILoveLucy.us@SD,ILoveLucy.pluto,epg-xdbezrvvbu.xml.gz,
ImpactNetwork.us@SD,ImpactNetwork.us,epg-xdbezrvvbu.xml.gz,
ImpossibleQuizShow.us@SD,ImpossibleQuizShow.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
INFAST.nl@SD,INFAST.nl@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
InfoWars.us@SD,InfoWars.us,epg-xdbezrvvbu.xml.gz,
InkMaster.us@SD,InkMaster.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
INSP.us@SD,INSP.us,epg-xdbezrvvbu.xml.gz,
InstantSaga.us@US,InstantSaga.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Investiga.us@US,Investiga.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
INWILD.nl@SD,INWILD.nl@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
IONPlus.us@East,IONPlus.us,epg-xdbezrvvbu.xml.gz,
IONTV.us@East,IONTV.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
IronChef.us@US,IronChef.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
JBS.us@SD,JBS.us,epg-xdbezrvvbu.xml.gz,
JerseyShore.us@SD,JerseyShore.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
JewelryTV.us@SD,JewelryTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
JewishLifeTelevision.us@SD,JewishLifeTelevision.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
JohnnyCarsonTV.us@SD,JohnnyCarsonTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Journy.us@SD,Journy.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
JudgeNosey.us@US,JudgeNosey.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
JustforLaughsGags.us@SD,JustforLaughsGags.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KAAL61.us@HD,KAAL61.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KADNTV151.us@HD,KADNTV151.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KartoonChannel.us@SD,KartoonChannel.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KATC31.us@HD,KATC31.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KATU321.us@HD,KATU321.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KBSI231.us@HD,KBSI231.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KCCI81.us@HD,KCCI81.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KCPQ131.us@HD,KCPQ131.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KCRATV581.us@HD,KCRATV581.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KDBCTV41.us@HD,KDBCTV41.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KDFW41.us@HD,KDFW41.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KDVR311.us@HD,KDVR311.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KEROTV231.us@HD,KEROTV231.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KETS21.us@HD,KETS21.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KevinHartsLOLNetwork.us@SD,KevinHartsLOLNetwork.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KEYETV421.us@HD,KEYETV421.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KFTRDT461.us@HD,KFTRDT461.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KGTV101.us@HD,KGTV101.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KGUNTV91.us@HD,KGUNTV91.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KHET111.us@HD,KHET111.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KidsFlix.us@SD,KidsFlix.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KIROTV71.us@HD,KIROTV71.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KITV41.us@HD,KITV41.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KLFYTV101.us@HD,KLFYTV101.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KMEXDT341.us@HD,KMEXDT341.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KMGHTV71.us@HD,KMGHTV71.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KMOSTV61.us@HD,KMOSTV61.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KMPHTV261.us@HD,KMPHTV261.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KMSPDT1.us@SD,KMSPDT1.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KMTVTV31.us@HD,KMTVTV31.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KNSD481.us@HD,KNSD481.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KNTV111.us@HD,KNTV111.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KNXVTV611.us@HD,KNXVTV611.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KOATTV71.us@HD,KOATTV71.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KOBDT1.us@SD,KOBDT1.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KOKHTV251.us@HD,KOKHTV251.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KOKITV231.us@HD,KOKITV231.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KOMOTV511.us@HD,KOMOTV511.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KRGVTV51.us@HD,KRGVTV51.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KRISTV61.us@HD,KRISTV61.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KRIV261.us@HD,KRIV261.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KSAZTV101.us@HD,KSAZTV101.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KSBW81.us@HD,KSBW81.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KSBY61.us@HD,KSBY61.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KSHBTV411.us@HD,KSHBTV411.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KSNV31.us@HD,KSNV31.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KSTPTV51.us@HD,KSTPTV51.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KTBC71.us@HD,KTBC71.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KTNVTV331.us@HD,KTNVTV331.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KTTV111.us@HD,KTTV111.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KTVU41.us@HD,KTVU41.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KUONTV121.us@HD,KUONTV121.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KUTV21.us@HD,KUTV21.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KUVNDT491.us@HD,KUVNDT491.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KWTVDT91.us@HD,KWTVDT91.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KXASTV51.us@HD,KXASTV51.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KXXV251.us@HD,KXXV251.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
KZTV101.us@HD,KZTV101.us@HD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LacrosseTV.us@SD,LacrosseTV.us,epg-xdbezrvvbu.xml.gz,
Laff.us@SD,Laff.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
LATV.us@SD,LATV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LawCrime.us@SD,LawCrime.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LEGOKidsTV.us@SD,LEGOKidsTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Lifetime.us@East,Lifetime.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
LifetimeMovies.us@East,LifetimeMovies.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LifetimeRealWomen.us@SD,LifetimeRealWomen.us,epg-xdbezrvvbu.xml.gz,
LittleStarsUniverse.us@SD,LittleStarsUniverse.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
LiveMusic.us@SD,LiveMusic.pluto,epg-xdbezrvvbu.xml.gz,
LiveNOWfromFOX.us@SD,LiveNOWfromFOX.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
LIVExLIVE.us@SD,LiveXLive.us,epg-xdbezrvvbu.xml.gz,
Localish.us@SD,Localish.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Logo.us@East,Logo.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
LogoPlutoTV.us@SD,LogoPlutoTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
LoneStar.us@SD,LoneStar.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LoveHipHop.us@SD,LoveHipHop.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LoveNatureenEspanol.us@SD,LoveNatureenEspanol.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LovePets.ca@US,LovePets.ca@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LoveThePlanet.es@EN,LoveThePlanet.es@EN,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
LuchaLibreAAA.us@SD,LuchaLibreAAA.pluto,epg-xdbezrvvbu.xml.gz,
LuckyDog.us@SD,LuckyDog.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
MadeInHollywood.us@SD,MadeInHollywood.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MagellanTVNow.us@SD,MagellanTVNow.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
Matlock.us@SD,Matlock.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MaverickBlackCinema.us@SD,MaverickBlackCinema.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MediasetItalia.it@USA,MediaSetItalia.ca,epg-xdbezrvvbu.xml.gz,
MeritStreet.us@SD,MeritStreet.us,epg-xdbezrvvbu.xml.gz,
MeTV.us@SD,MeTV.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MeTVToons.us@SD,MeTvToons.us,epg-xdbezrvvbu.xml.gz,
MGMPlusDriveIn.us@SD,MGMPlusDriveIn.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
MGMPlusMarquee.us@SD,MGMPlusMarquee.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
MidnightPulp.us@SD,MidnightPulp.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MidsomerMurders.us@SD,MidsomerMurders.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MissionImpossible.us@SD,MissionImpossible.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Misteriossinresolver.us@SD,Misteriossinresolver.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MLB.us@SD,MLB.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MLBNetwork.us@SD,MLBNetwork.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MLBStrikeZone.us@SD,MLBStrikeZone.us,epg-xdbezrvvbu.xml.gz,
MoreTrueCrime.us@SD,MoreTrueCrime.pluto,epg-xdbezrvvbu.xml.gz,
MoreTVDrama.us@SD,MoreTVDrama.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MoreTVSitcoms.us@SD,MoreTVSitcoms.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
Movies.us@SD,Movies.paramount+,epg-xdbezrvvbu.xml.gz,
MovieSphere.us@US,MovieSphere.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MrBeanAnimated.uk@English,MrBeanAnimated.uk@English,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
MSG.us@SD,MSG.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
MSG2.us@SD,MSG2.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MSGPlus.us@SD,MSGPlus.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
MSNOW.us@SD,MSNOW.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MST3K.us@US,MST3K.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MTV.us@East,MTV.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MTV2.us@East,MTV2.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MTVBiggestPop.us@US,MTVBiggestPop.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MTVClassic.us@East,MTVClassic.us@East,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MTVenEspanol.us@SD,MTVenEspanol.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
MTVFlowLatino.us@SD,MTVFlowLatino.pluto,epg-xdbezrvvbu.xml.gz,
MTVLive.us@SD,MTVLive.us@SD,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MTVPlutoTV.us@US,MTVPlutoTV.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz;epg-xdbezrvvbu.xml.gz
MTVSpankinNew.us@US,MTVSpankinNew.us@US,iptvorg-guide.xml.gz,us-iptvorg-guide.xml.gz
